,author,title,sentence,sentence_nr,words,kind
15225,"Piper, H. Beam",Murder in the Gunroom,Rand jerked a thumb toward the kitchen,25921,Jefferson Davis Rand,person
15226,"Piper, H. Beam",Murder in the Gunroom,Just the cook frying sausage and flipping pancakes,25923,Cook,person
15227,"Piper, H. Beam",Murder in the Gunroom,Premix pancakes of course,25924,Premix,location
15228,"Piper, H. Beam",Murder in the Gunroom,What do you want me to do Ritter asked giving an unbutlerlike hitch at his shoulderholster,25930,Ritter,person
15229,"Piper, H. Beam",Murder in the Gunroom,Case Varcek and Dunmore when they come in see if either of them is rodheavy,25933,Nelda Dunmore,person
15230,"Piper, H. Beam",Murder in the Gunroom,Ritter shook his head,25935,Ritter,person
15231,"Piper, H. Beam",Murder in the Gunroom,Did you look back of the books in the library Rand asked,25939,Jefferson Davis Rand,person
15232,"Piper, H. Beam",Murder in the Gunroom,When Ritter shook his head he continued Thats probably where they are,25940,Ritter,person
15233,"Piper, H. Beam",Murder in the Gunroom,Ritter broke off suddenly,25943,Ritter,person
15234,"Piper, H. Beam",Murder in the Gunroom,Will you have your coffee now or later sir  Gladys entered wearing the blue tailored outfit she had worn to Rands office on Wednesday,25945,Gladys,person
15235,"Piper, H. Beam",Murder in the Gunroom,Will you have your coffee now or later sir  Gladys entered wearing the blue tailored outfit she had worn to Rands office on Wednesday,25945,Jefferson Davis Rand,person
15236,"Piper, H. Beam",Murder in the Gunroom,Anything new  Rand shook his head,25947,Jefferson Davis Rand,person
15237,"Piper, H. Beam",Murder in the Gunroom,Jeff youre using yourself as murderbait she said,25951,Jeff,person
15238,"Piper, H. Beam",Murder in the Gunroom,He realizes that Im catandmousing him the way I did Walters,25955,Sir James Walters,person
15239,"Piper, H. Beam",Murder in the Gunroom,It must have been uppermost in Gladyss mind she leaned over and put her hand on Rands arm,25959,Gladys,person
15240,"Piper, H. Beam",Murder in the Gunroom,It must have been uppermost in Gladyss mind she leaned over and put her hand on Rands arm,25959,Jefferson Davis Rand,person
15241,"Piper, H. Beam",Murder in the Gunroom,Jeff would it help any if I stayed home instead of going to church she asked,25960,Jeff,person
15242,"Piper, H. Beam",Murder in the Gunroom,If I hid somewhere with a target pistol  Absolutely not Rand vetoed emphatically,25964,Jefferson Davis Rand,person
15243,"Piper, H. Beam",Murder in the Gunroom,You and Geraldine and Nelda have to be out of the house before hell feel safe coming out of the grass,25968,Geraldine Varcek,person
15244,"Piper, H. Beam",Murder in the Gunroom,You and Geraldine and Nelda have to be out of the house before hell feel safe coming out of the grass,25968,Nelda Dunmore,person
15245,"Piper, H. Beam",Murder in the Gunroom,You and Geraldine and Nelda have to be out of the house before hell feel safe coming out of the grass,25968,Geraldine Varcek,person
15246,"Piper, H. Beam",Murder in the Gunroom,Ritter warned,25970,Ritter,person
15247,"Piper, H. Beam",Murder in the Gunroom,Nelda came in and sat down,25972,Nelda Dunmore,person
15248,"Piper, H. Beam",Murder in the Gunroom,Ritter held her chair and fussed over her finding out what she wanted to eat,25973,Ritter,person
15249,"Piper, H. Beam",Murder in the Gunroom,He was bringing in her fruit when Varcek and Geraldine entered,25974,Geraldine Varcek,person
15250,"Piper, H. Beam",Murder in the Gunroom,He was bringing in her fruit when Varcek and Geraldine entered,25974,Geraldine Varcek,person
15251,"Piper, H. Beam",Murder in the Gunroom,Nelda was inquiring if Rand wanted to come to church with them,25975,Jefferson Davis Rand,person
15252,"Piper, H. Beam",Murder in the Gunroom,Nelda was inquiring if Rand wanted to come to church with them,25975,Nelda Dunmore,person
15253,"Piper, H. Beam",Murder in the Gunroom,Nelda was inquiring if Rand wanted to come to church with them,25975,Jefferson Davis Rand,person
15254,"Piper, H. Beam",Murder in the Gunroom,No Im one of the boys the chaplain couldnt find in the foxholes Rand said,25976,Jefferson Davis Rand,person
15255,"Piper, H. Beam",Murder in the Gunroom,If nobody gets murdered or arrested in the meantime that is  Geraldine looked woebegone her hands were trembling,25978,Geraldine Varcek,person
15256,"Piper, H. Beam",Murder in the Gunroom,Walters for heavens sake fix me up something quick,25981,Sir James Walters,person
15257,"Piper, H. Beam",Murder in the Gunroom,Then she saw Ritter,25982,Ritter,person
15258,"Piper, H. Beam",Murder in the Gunroom,Wheres Walters  Out on bail Rand told her Dont you remember,25985,Sir James Walters,person
15259,"Piper, H. Beam",Murder in the Gunroom,Wheres Walters  Out on bail Rand told her Dont you remember,25985,Jefferson Davis Rand,person
15260,"Piper, H. Beam",Murder in the Gunroom,Walters could always fix me up in the morning,25987,Sir James Walters,person
15261,"Piper, H. Beam",Murder in the Gunroom,Oh just stop breathing that would be better all around Nelda interposed,25989,Nelda Dunmore,person
15262,"Piper, H. Beam",Murder in the Gunroom,Ritter coughed delicately,25990,Ritter,person
15263,"Piper, H. Beam",Murder in the Gunroom,If youll wait a moment  He departed on his errand of mercy returning shortly with a highball glass filled with some dark evillooking potion,25992,Jefferson Davis Rand,person
15264,"Piper, H. Beam",Murder in the Gunroom,Geraldine tasted it and pulled a Gorgonface,25997,Geraldine Varcek,person
15265,"Piper, H. Beam",Murder in the Gunroom,Encouraged by Ritter she managed to down about half of the mixture,25998,Ritter,person
15266,"Piper, H. Beam",Murder in the Gunroom,Geraldine struggled through with the black draft and drank the second cup of coffee,26003,Geraldine Varcek,person
15267,"Piper, H. Beam",Murder in the Gunroom,I learned it in the household of a former employer a New York stockbroker,26010,New York,location
15268,"Piper, H. Beam",Murder in the Gunroom,I learned it in the household of a former employer a New York stockbroker,26010,NEW YORK,location
15269,"Piper, H. Beam",Murder in the Gunroom,Well its too bad you wont be with us permanently Davies Nelda said,26012,Nelda Dunmore,person
15270,"Piper, H. Beam",Murder in the Gunroom,Your recipe seems to be just what Geraldine needs,26013,Geraldine Varcek,person
15271,"Piper, H. Beam",Murder in the Gunroom,That got the bushfighting off to a good start,26015,Bush,person
15272,"Piper, H. Beam",Murder in the Gunroom,When Dunmore came in a few minutes later the two sisters were stalking one another through the jungle blowgunning poison darts back and forth,26016,Nelda Dunmore,person
15273,"Piper, H. Beam",Murder in the Gunroom,Finally Gladys looked at her watch and called a truce to the skirmishing by announcing that it was time to start for church,26018,Gladys,person
15274,"Piper, H. Beam",Murder in the Gunroom,Rand left the room with the ladies in the hall Gladys brushed against him quickly and gripped his left arm,26019,Gladys,person
15275,"Piper, H. Beam",Murder in the Gunroom,Rand left the room with the ladies in the hall Gladys brushed against him quickly and gripped his left arm,26019,Jefferson Davis Rand,person
15276,"Piper, H. Beam",Murder in the Gunroom,Do be careful Jeff she whispered,26020,Jeff,person
15277,"Piper, H. Beam",Murder in the Gunroom,Dont worry I will Rand assured her,26021,Jefferson Davis Rand,person
15278,"Piper, H. Beam",Murder in the Gunroom,Nelda was at the wheel and Gladys beside her on the front seat raised a whitegloved hand in the thumbsup salute,26024,Nelda Dunmore,person
15279,"Piper, H. Beam",Murder in the Gunroom,Nelda was at the wheel and Gladys beside her on the front seat raised a whitegloved hand in the thumbsup salute,26024,Gladys,person
15280,"Piper, H. Beam",Murder in the Gunroom,Rand gave it back and watched the car swing around the house,26025,Jefferson Davis Rand,person
15281,"Piper, H. Beam",Murder in the Gunroom,Sitting down at the desk he dialed Humphrey Goodes number on the private outside line,26027,Humphrey Goode,person
15283,"Piper, H. Beam",Murder in the Gunroom,Rand here he identified himself,26029,Jefferson Davis Rand,person
15284,"Piper, H. Beam",Murder in the Gunroom,As you reminded me Im a small if purely speculative stockholder in Premix myself and even if I werent I should hate to be responsible for undeserved losses by innocent investors,26033,Premix,location
15285,"Piper, H. Beam",Murder in the Gunroom,But I believe a formula could be evolved which would keep the Premix Company and its affairs out of it,26036,Premix,location
15286,"Piper, H. Beam",Murder in the Gunroom,In fact I think that the whole question of the death of Lane Fleming might possibly be kept in the background,26037,Lane Fleming,person
15287,"Piper, H. Beam",Murder in the Gunroom,In fact I think that the whole question of the death of Lane Fleming might possibly be kept in the background,26037,Lane Fleming,person
15288,"Piper, H. Beam",Murder in the Gunroom,It would require some very careful manipulation on my part and your cooperation,26039,Cooper,person
15289,"Piper, H. Beam",Murder in the Gunroom,But See here if youre investigating the death of Mr Fleming how can that be kept in the background,26040,Lane Fleming,person
15290,"Piper, H. Beam",Murder in the Gunroom,But See here if youre investigating the death of Mr Fleming how can that be kept in the background,26040,Lane Fleming,person
15291,"Piper, H. Beam",Murder in the Gunroom,The murderer of Lane Fleming is also guilty of the murder of Arnold Rivers Rand stated,26042,Lane Fleming,person
15292,"Piper, H. Beam",Murder in the Gunroom,The murderer of Lane Fleming is also guilty of the murder of Arnold Rivers Rand stated,26042,Arnold Rivers,person
15293,"Piper, H. Beam",Murder in the Gunroom,The murderer of Lane Fleming is also guilty of the murder of Arnold Rivers Rand stated,26042,Arnold Rivers,person
15294,"Piper, H. Beam",Murder in the Gunroom,The murderer of Lane Fleming is also guilty of the murder of Arnold Rivers Rand stated,26042,Lane Fleming,person
15295,"Piper, H. Beam",Murder in the Gunroom,The murderer of Lane Fleming is also guilty of the murder of Arnold Rivers Rand stated,26042,Jefferson Davis Rand,person
15296,"Piper, H. Beam",Murder in the Gunroom,If our man goes to the chair for the death of Rivers the death of Fleming might even remain an accident,26045,Lane Fleming,person
15297,"Piper, H. Beam",Murder in the Gunroom,But I feel reasonably safe in saying that I could keep the Premix Company from figuring in the case,26047,Premix,location
15298,"Piper, H. Beam",Murder in the Gunroom,Would that satisfy you  It most certainly would Colonel Rand Goodes voice shook even more,26048,Jefferson Davis Rand,person
15299,"Piper, H. Beam",Murder in the Gunroom,Would that satisfy you  It most certainly would Colonel Rand Goodes voice shook even more,26048,Jefferson Davis Rand,person
15300,"Piper, H. Beam",Murder in the Gunroom,Itll cost the Premix Company some money to get this doneIll have certain expenses for one thing which could not very gracefully be itemizedand I will have to have your cooperation,26050,Cooper,person
15301,"Piper, H. Beam",Murder in the Gunroom,Itll cost the Premix Company some money to get this doneIll have certain expenses for one thing which could not very gracefully be itemizedand I will have to have your cooperation,26050,Premix,location
15302,"Piper, H. Beam",Murder in the Gunroom,Finally the hall door opened and Anton Varcek came in,26055,Anton Varcek,person
15303,"Piper, H. Beam",Murder in the Gunroom,Rand half rose covering the Czech from his side pocket Varcek came over and sat down in an armchair near the desk,26056,Jefferson Davis Rand,person
15304,"Piper, H. Beam",Murder in the Gunroom,He was looking more than ever like Rudolf Hess,26057,Rudolf Hess,person
15305,"Piper, H. Beam",Murder in the Gunroom,Rudolf Hess on the morning of the Beer Hall Putsch,26058,Rudolf Hess,person
15306,"Piper, H. Beam",Murder in the Gunroom,Colonel Rand he began,26059,Jefferson Davis Rand,person
15307,"Piper, H. Beam",Murder in the Gunroom,Colonel Rand he began,26059,Jefferson Davis Rand,person
15308,"Piper, H. Beam",Murder in the Gunroom,Rand nodded,26062,Jefferson Davis Rand,person
15309,"Piper, H. Beam",Murder in the Gunroom,After you and the ladies left the diningroom Varcek said Fred Dunmore turned to me and apologized for harboring unjust suspicions of me in the matter of Lane Flemings death,26067,Fred Dunmore,person
15310,"Piper, H. Beam",Murder in the Gunroom,After you and the ladies left the diningroom Varcek said Fred Dunmore turned to me and apologized for harboring unjust suspicions of me in the matter of Lane Flemings death,26067,Lane Fleming,person
15312,"Piper, H. Beam",Murder in the Gunroom,After you and the ladies left the diningroom Varcek said Fred Dunmore turned to me and apologized for harboring unjust suspicions of me in the matter of Lane Flemings death,26067,Lane Fleming,person
15313,"Piper, H. Beam",Murder in the Gunroom,After you and the ladies left the diningroom Varcek said Fred Dunmore turned to me and apologized for harboring unjust suspicions of me in the matter of Lane Flemings death,26067,Nelda Dunmore,person
15314,"Piper, H. Beam",Murder in the Gunroom,Then he said he had had a conversation with some unnamed gentleman at the party last evening and had learned that Lane had discovered that Humphrey Goode was deceiving him and had been about to have him dismissed from his position with the company and to sever his personal connections with him,26069,Humphrey Goode,person
15315,"Piper, H. Beam",Murder in the Gunroom,The devil now Rand gave a good imitation of surprise,26070,Jefferson Davis Rand,person
15316,"Piper, H. Beam",Murder in the Gunroom,What sort of jiggerypokery was Goode up to  Fred said that his informant told him that Lane had proof that Good,26071,Fred Dunmore,person
15317,"Piper, H. Beam",Murder in the Gunroom,de had accepted a bribe from Arnold Rivers to misconduct the suit which Lane was bringing against Rivers about a pair of pistols he had bought from Rivers,26072,Arnold Rivers,person
15318,"Piper, H. Beam",Murder in the Gunroom,de had accepted a bribe from Arnold Rivers to misconduct the suit which Lane was bringing against Rivers about a pair of pistols he had bought from Rivers,26072,Arnold Rivers,person
15319,"Piper, H. Beam",Murder in the Gunroom,Thats a new angle now Rand said,26074,Jefferson Davis Rand,person
15320,"Piper, H. Beam",Murder in the Gunroom,Why didnt Fred come to me with this he asked,26076,Fred Dunmore,person
15321,"Piper, H. Beam",Murder in the Gunroom,Thats possible of course Rand agreed,26080,Jefferson Davis Rand,person
15322,"Piper, H. Beam",Murder in the Gunroom,Colonel Rand I cannot allow these facts to be suppressed the Czech said,26082,Jefferson Davis Rand,person
15323,"Piper, H. Beam",Murder in the Gunroom,Colonel Rand I cannot allow these facts to be suppressed the Czech said,26082,Jefferson Davis Rand,person
15324,"Piper, H. Beam",Murder in the Gunroom,Except for the fact that somebody could have entered the house through the garage the burden of suspicion would lie on me and Fred Dunmore,26084,Fred Dunmore,person
15326,"Piper, H. Beam",Murder in the Gunroom,Except for the fact that somebody could have entered the house through the garage the burden of suspicion would lie on me and Fred Dunmore,26084,Nelda Dunmore,person
15327,"Piper, H. Beam",Murder in the Gunroom,Rand asked,26086,Jefferson Davis Rand,person
15328,"Piper, H. Beam",Murder in the Gunroom,Fred is downstairs now in the library I suggest that you and I go down and have a talk with him,26089,Fred Dunmore,person
15329,"Piper, H. Beam",Murder in the Gunroom,Rand got to his feet keeping his hand on the 38,26092,Jefferson Davis Rand,person
15330,"Piper, H. Beam",Murder in the Gunroom,They walked side by side toward the spiral Rand keeping on the right and lagging behind a little lifting the stubby revolver clear of his pocket,26095,Jefferson Davis Rand,person
15331,"Piper, H. Beam",Murder in the Gunroom,Rand felt something sledgehammer him in the chest almost knocking him down,26098,Jefferson Davis Rand,person
15332,"Piper, H. Beam",Murder in the Gunroom,Okay Jeff Ritters voice called out,26102,Ritter,person
15333,"Piper, H. Beam",Murder in the Gunroom,Okay Jeff Ritters voice called out,26102,Jeff,person
15335,"Piper, H. Beam",Murder in the Gunroom,The little 25 Webley  Scott was lying on the bottom step he pushed it aside with his foot and cautioned Varcek who was following to avoid it,26105,Scott,person
15336,"Piper, H. Beam",Murder in the Gunroom,Ritter still looking like the Perfect Butler in spite of the 380,26106,Ritter,person
15337,"Piper, H. Beam",Murder in the Gunroom,On the floor midway between the stairway and the door lay Fred Dunmore,26108,Fred Dunmore,person
15339,"Piper, H. Beam",Murder in the Gunroom,On the floor midway between the stairway and the door lay Fred Dunmore,26108,Nelda Dunmore,person
15340,"Piper, H. Beam",Murder in the Gunroom,His tan coat and vest were turning dark in several places and Rands own Detective Special was lying a few inches from his left hand,26109,Jefferson Davis Rand,person
15341,"Piper, H. Beam",Murder in the Gunroom,His tan coat and vest were turning dark in several places and Rands own Detective Special was lying a few inches from his left hand,26109,Jefferson Davis Rand,person
15342,"Piper, H. Beam",Murder in the Gunroom,He came in here and shut the door Ritter reported,26110,Ritter,person
15343,"Piper, H. Beam",Murder in the Gunroom,Uhuh hed have gotten away if you hadnt been on the job he told Ritter,26117,Ritter,person
15344,"Piper, H. Beam",Murder in the Gunroom,After a glance which assured him that Fred Dunmore was beyond any further action of any sort he laid the squarebutt Detective Special on the floor beside him,26119,Fred Dunmore,person
15346,"Piper, H. Beam",Murder in the Gunroom,After a glance which assured him that Fred Dunmore was beyond any further action of any sort he laid the squarebutt Detective Special on the floor beside him,26119,Nelda Dunmore,person
15347,"Piper, H. Beam",Murder in the Gunroom,You did all right Dave he said,26120,Dave,person
15348,"Piper, H. Beam",Murder in the Gunroom,He thought of his recent conversation with Humphrey Goode,26122,Humphrey Goode,person
15349,"Piper, H. Beam",Murder in the Gunroom,So it was Fred then he heard Varcek behind him say,26124,Fred Dunmore,person
15350,"Piper, H. Beam",Murder in the Gunroom,The Czech came over and stood beside Rand looking down at the body of his late brotherinlaw,26126,Jefferson Davis Rand,person
15352,"Piper, H. Beam",Murder in the Gunroom,Rand explained about the two pistols and the planned doublekilling,26129,Jefferson Davis Rand,person
15353,"Piper, H. Beam",Murder in the Gunroom,Evidently his experiences in Hitlers Europe had left him with few illusions about the sanctity of human life or the extent of human perfidy,26132,Europe,location
15354,"Piper, H. Beam",Murder in the Gunroom,Evidently his experiences in Hitlers Europe had left him with few illusions about the sanctity of human life or the extent of human perfidy,26132,Hitler,person
15355,"Piper, H. Beam",Murder in the Gunroom,Ritter holstered the Beretta and got out a cigarette,26133,Ritter,person
15356,"Piper, H. Beam",Murder in the Gunroom,I hope you didnt leave your lighter upstairs he told Rand,26134,Jefferson Davis Rand,person
15357,"Piper, H. Beam",Murder in the Gunroom,Rand produced and snapped it holding the flame out to his assistant,26135,Jefferson Davis Rand,person
15358,"Piper, H. Beam",Murder in the Gunroom,Dave he lectured the Perfect Butler always has a lighter in good working order lighting up the mawster is part of his duties,26136,Dave,person
15359,"Piper, H. Beam",Murder in the Gunroom,Ritter leaned forward for the light,26138,Ritter,person
15360,"Piper, H. Beam",Murder in the Gunroom,Dunmore was a better shot with his right hand than he was with his left he commented,26139,Nelda Dunmore,person
15361,"Piper, H. Beam",Murder in the Gunroom,Rand glanced down,26142,Jefferson Davis Rand,person
15362,"Piper, H. Beam",Murder in the Gunroom,Does your grandmother make patchwork quilts,26145,Jefferson Davis Rand,person
15363,"Piper, H. Beam",Murder in the Gunroom,My God Varcek stared at Rand unbelievingly,26147,Jefferson Davis Rand,person
15364,"Piper, H. Beam",Murder in the Gunroom,Youre wounded  Only in the necktie Rand reassured him,26149,Jefferson Davis Rand,person
15365,"Piper, H. Beam",Murder in the Gunroom,He held it out to show to Varcek and Ritter,26154,Ritter,person
15366,"Piper, H. Beam",Murder in the Gunroom,Sure Ritter grinned at Varcek,26155,Ritter,person
15367,"Piper, H. Beam",Murder in the Gunroom,Im wearing a bulletproof vest Mick McKenna loaned it to me yesterday Rand enlightened Varcek,26158,McKenna,person
15368,"Piper, H. Beam",Murder in the Gunroom,Im wearing a bulletproof vest Mick McKenna loaned it to me yesterday Rand enlightened Varcek,26158,Jefferson Davis Rand,person
15369,"Piper, H. Beam",Murder in the Gunroom,Im wearing a bulletproof vest Mick McKenna loaned it to me yesterday Rand enlightened Varcek,26158,Mick McKenna,person
15370,"Piper, H. Beam",Murder in the Gunroom,Think how hot youd be right now if you hadnt been wearing it Ritter reminded him,26161,Ritter,person
15371,"Piper, H. Beam",Murder in the Gunroom,I knew one or the other of you would Rand replied,26164,Jefferson Davis Rand,person
15372,"Piper, H. Beam",Murder in the Gunroom,I had quite a few reasons for thinking it might be Dunmore and one good one for not suspecting you,26165,Nelda Dunmore,person
15373,"Piper, H. Beam",Murder in the Gunroom,That could have been feigned or it could have been overcome Rand replied,26167,Jefferson Davis Rand,person
15374,"Piper, H. Beam",Murder in the Gunroom,If youd killed Lane Fleming thered have been no clumsy business of fake accidents not as long as both of you ate at the same table,26169,Lane Fleming,person
15375,"Piper, H. Beam",Murder in the Gunroom,If youd killed Lane Fleming thered have been no clumsy business of fake accidents not as long as both of you ate at the same table,26169,Lane Fleming,person
15376,"Piper, H. Beam",Murder in the Gunroom,He turned to Ritter,26171,Ritter,person
15377,"Piper, H. Beam",Murder in the Gunroom,Dave Im going upstairs I want to get out of this damned coat of mail Im wearing,26172,Dave,person
15378,"Piper, H. Beam",Murder in the Gunroom,While Im doing it I want you to call Carter Tipton at the Jarrett place and Humphrey Goode and Mick McKenna in that order,26173,Carter,person
15379,"Piper, H. Beam",Murder in the Gunroom,While Im doing it I want you to call Carter Tipton at the Jarrett place and Humphrey Goode and Mick McKenna in that order,26173,Carter Tipton,person
15380,"Piper, H. Beam",Murder in the Gunroom,While Im doing it I want you to call Carter Tipton at the Jarrett place and Humphrey Goode and Mick McKenna in that order,26173,Carter Tipton,person
15381,"Piper, H. Beam",Murder in the Gunroom,While Im doing it I want you to call Carter Tipton at the Jarrett place and Humphrey Goode and Mick McKenna in that order,26173,McKenna,person
15382,"Piper, H. Beam",Murder in the Gunroom,While Im doing it I want you to call Carter Tipton at the Jarrett place and Humphrey Goode and Mick McKenna in that order,26173,Humphrey Goode,person
15383,"Piper, H. Beam",Murder in the Gunroom,While Im doing it I want you to call Carter Tipton at the Jarrett place and Humphrey Goode and Mick McKenna in that order,26173,Jarrett,person
15384,"Piper, H. Beam",Murder in the Gunroom,While Im doing it I want you to call Carter Tipton at the Jarrett place and Humphrey Goode and Mick McKenna in that order,26173,Mick McKenna,person
15385,"Piper, H. Beam",Murder in the Gunroom,The unseen screws of political pressure creaked and whitewash brushes slurped suavely,26178,Creake,person
15386,"Piper, H. Beam",Murder in the Gunroom,Fred Dunmore really had killed Arnold Rivers hadnt he,26180,Fred Dunmore,person
15387,"Piper, H. Beam",Murder in the Gunroom,Fred Dunmore really had killed Arnold Rivers hadnt he,26180,Arnold Rivers,person
15389,"Piper, H. Beam",Murder in the Gunroom,Fred Dunmore really had killed Arnold Rivers hadnt he,26180,Arnold Rivers,person
15390,"Piper, H. Beam",Murder in the Gunroom,Fred Dunmore really had killed Arnold Rivers hadnt he,26180,Nelda Dunmore,person
15391,"Piper, H. Beam",Murder in the Gunroom,Arnold Rivers had been doublecrossing Dunmore  or had Dunmore been doublecrossing Rivers,26182,Arnold Rivers,person
15392,"Piper, H. Beam",Murder in the Gunroom,Arnold Rivers had been doublecrossing Dunmore  or had Dunmore been doublecrossing Rivers,26182,Arnold Rivers,person
15393,"Piper, H. Beam",Murder in the Gunroom,Arnold Rivers had been doublecrossing Dunmore  or had Dunmore been doublecrossing Rivers,26182,Nelda Dunmore,person
15394,"Piper, H. Beam",Murder in the Gunroom,And wasnt there something funny about the way Lane Fleming got killed last December,26187,Lane Fleming,person
15395,"Piper, H. Beam",Murder in the Gunroom,And wasnt there something funny about the way Lane Fleming got killed last December,26187,Lane Fleming,person
15397,"Piper, H. Beam",Murder in the Gunroom,The surviving members of the Fleming family issued a few noncommittal statements through their attorney Humphrey Goode and then the Iron Curtain slammed down,26188,Humphrey Goode,person
15398,"Piper, H. Beam",Murder in the Gunroom,The surviving members of the Fleming family issued a few noncommittal statements through their attorney Humphrey Goode and then the Iron Curtain slammed down,26188,Iron Curtain,location
15399,"Piper, H. Beam",Murder in the Gunroom,Mick McKenna gave an outraged squawk or so then subsided,26189,McKenna,person
15400,"Piper, H. Beam",Murder in the Gunroom,Mick McKenna gave an outraged squawk or so then subsided,26189,Mick McKenna,person
15401,"Piper, H. Beam",Murder in the Gunroom,There was a series of pronunciamentos from the office of District Attorney Charles P Farnsworth all full of highorder abstractions and empty of meaning,26190,Charles,person
15402,"Piper, H. Beam",Murder in the Gunroom,There was a series of pronunciamentos from the office of District Attorney Charles P Farnsworth all full of highorder abstractions and empty of meaning,26190,Charles P Farnsworth,person
15403,"Piper, H. Beam",Murder in the Gunroom,There was a series of pronunciamentos from the office of District Attorney Charles P Farnsworth all full of highorder abstractions and empty of meaning,26190,Farnsworth,person
15405,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Carter,person
15406,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Belfast,location
15407,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Harry,person
15408,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Dave,person
15409,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Dave Ritter,person
15410,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Ritter,person
15411,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Carter Tipton,person
15412,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,New Belfast,location
15413,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Carter Tipton,person
15414,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,McKenna,person
15415,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Farnsworth,person
15416,"Piper, H. Beam",Murder in the Gunroom,Harry Bentz of the New Belfast  Evening Mercury  using a 30power spottingscope from the road observed Dave Ritter whom he recognized wearing a suit of butlers livery and standing in the doorway of the garage talking to Sergeant McKenna Carter Tipton and Farnsworth the  Mercury  exploited this scoop for all it was worth,26192,Harry Bentz,person
15417,"Piper, H. Beam",Murder in the Gunroom,On the whole the Rosemont Bayonet Murder was from a journalistic standpoint an almost complete bust,26193,Rosemont,location
15418,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Fred Dunmore,person
